盐酸赛洛唑啉鼻用喷雾剂,用于减轻急、慢性鼻炎、鼻窦炎、过敏性鼻炎、肥厚性鼻炎等疾病引起的鼻塞症状
十三味菥蓂丸,清热，通淋，消炎止痛。用于淋病，睾丸肿大，膀胱炎，腰痛等。
复方石韦颗粒,清热燥湿，利尿通淋。用于小便不利，尿频，尿急，尿痛，下肢浮肿等症；也可用于急慢性肾小球肾炎，肾盂肾炎，膀胱炎，尿道炎,见上述症状者。
磷霉素氨丁三醇散,适应症为适用于治疗对本品敏感的致病菌所引起的下尿路感染，如：膀胱炎、尿道炎等
阿莫西林胶囊,用于敏感菌（不产β内酰胺酶菌株）所致的下列感染：1.溶血链球菌、肺炎捡球菌、葡萄球菌或流感嗜血杆菌所致中耳炎、鼻窦炎、咽炎、扁桃体炎等上呼吸道感染2.大肠埃希菌、奇异变形杆菌或粪肠球菌所致的泌尿生殖道感染3.溶血链球菌、葡萄球菌或大肠埃希菌所致的皮肤软组织感染4.溶血链球菌、肺炎链球菌、葡萄球菌或流感嗜血杆菌所致急性支气管炎、肺炎等下呼吸道感染5.机型单纯性淋菌6.本品尚可用于治疗伤寒、伤寒带菌者及钩端螺旋体病：阿莫西林亦可于克拉霉素、兰索拉唑三联用药根除胃、十二指肠幽门螺杆菌，降低消化道溃疡病复发率
妇炎康软胶囊,活血化瘀，软坚散结，清热解毒，消炎止痛用于慢性附件炎、盆腔炎、阴道炎、膀胱炎、慢性阑尾炎、尿路感染
银花泌炎灵片,银花泌炎灵片，清热解毒，利湿通淋用于急性肾盂肾炎，急性膀胱炎，下焦湿热证，症见：发热恶寒、尿频急、尿道刺痛或尿血、腰痛等警示语孕妇禁用，哺乳期妇女
复方石韦胶囊,清热燥湿，利尿通淋用于小便不利，尿频，尿急，尿痛，下肢浮肿等症；也可用于急慢性肾小球肾炎，肾盂肾炎，膀胱炎，尿道炎，见有上述证状者
复方石韦片,为祛湿剂，具有清热燥湿，利尿通淋之功效主治下焦湿热所致的热淋，症见小便不利，尿频，尿急，尿痛，下肢浮肿；急性肾小球炎、肾盂肾炎
头孢克洛缓释胶囊,本品适用于敏感菌引起的下列轻、中度感染：由流感噬血杆菌、摩拉克菌属（包括β-内酰胺酶产酶菌）及肺炎双球菌引起慢性支气管炎急性发作
结石通茶,利尿消炎，通淋镇痛，止血化石用于泌尿系感染，膀胱炎，肾炎水肿，尿路结石，血尿，淋沥浑浊，尿管灼痛
北豆根胶囊,清热解毒，止咳，祛痰用于咽喉肿痛，扁桃体炎
银黄颗粒,用于急慢性扁桃体炎，急慢性咽喉炎，上呼吸道感染
金莲花软胶囊,用于上呼吸道感染，咽炎，扁桃体炎
银黄含化片,清热解毒，消炎。用于急慢性扁桃体炎，咽炎，上呼吸道感染。
山香圆片,用于治疗由罗红霉素敏感病原体导致的感染耳、鼻、喉感染：扁桃体炎、咽炎、鼻窦炎呼吸道感染：急性支气管炎、肺炎皮肤及软组织感染：脓疱病
金莲花胶囊,抗菌消炎用于上呼吸道感染，咽炎，扁桃体炎
阿奇霉素干混悬剂,1.化脓性链球菌引起的急性咽炎、急性扁桃体炎。2.敏感细菌引起的鼻窦炎、中耳炎、急性支气管炎、慢性支气管炎急性发作。3.肺炎链球菌、流感血杆菌以及肺炎支原体所致的肺炎。4.沙眼衣原体及多种耐药淋病奈瑟菌所致的尿道炎和宫颈炎。5.敏感细菌引起的皮肤软组织感染。
喉舒宁片,用于治疗由罗红霉素敏感病原体导致的感染耳、鼻、喉感染：扁桃体炎、咽炎、鼻窦炎呼吸道感染：急性支气管炎、肺炎皮肤及软组织感染：脓疱病
西青果颗粒(藏青果颗粒),清热、利咽、生津用于慢性咽炎、慢性喉炎、慢性扁桃体炎
冬凌草片,中成药名为清热剂，具有清热解毒，消肿散结，利咽止痛之功效用于热毒壅盛所致咽喉肿痛、声音嘶哑；扁桃体炎、咽炎、口腔炎见上述证候者及癌症的辅助治疗
莲芝消炎胶囊,清热解毒，凉血消肿用于肺胃有热，火毒内盛引起的咳嗽气喘，痄腮，乳蛾，喉痹咽痛
阿奇霉素糖浆,1.化脓性链球菌引起的急性咽炎、急性扁桃体炎2.敏感细菌引起的鼻窦炎、中耳炎、急性支气管炎、慢性支气管炎急性发作3.肺炎链球菌、流感嗜血杆菌以及肺炎支原体所致的肺炎4.沙眼衣原体及非多种耐药淋病奈瑟菌所致的尿道炎和宫颈炎5.敏感细菌引起的皮肤软组织感染
黄体酮胶囊,先兆流产和习惯性流产、经前期紧张综合症、无排卵型功血和无排卵型闭经、与雌激素联合使用治疗更年期综合症
黄体酮胶囊,先兆流产和习惯性流产、经前期紧张综合症、无排卵型功血和无排卵型闭经、与雌激素联合使用治疗更年期综合症
活血通脉胶囊,破血逐瘀，活血散瘀，通经，通脉止痛用于症瘕痞块，血瘀闭经，跌打损伤及高脂血症，见有眩晕、胸闷、心痛、体胖等属于痰瘀凝聚者
左炔诺孕酮片,用于女性紧急避孕，即在无防护措施或其他避孕方法偶然失误时使用
益母草颗粒,活血调经用于血瘀所致的月经不调，症见经水量少
大黄蟅虫丸,活血破瘀，通经消痞用于瘀血内停所致的癥瘕，闭经、症见腹部肿块、肌肤甲错、面色黯黑、潮热赢瘦，经闭不行
调经促孕丸,温肾健脾，活血调经用于脾肾阳虚.瘀血阻滞所致的月经不调.闭经.痛经.不孕，症见月经后错.经水量少.有血块.行经小腹冷痛.经水日久不行.久不受孕.腰膝冷痛
二十六味通经散,止血散瘀、调经活血用于；木布病；引起的胃肠溃疡出血、肝血增盛、胸背疼痛、月经不调、闭经以及经血逆行引起的小腹胀满疼痛，血瘀症瘕
大黄蛰虫丸,活血破瘀，通经消痞用于瘀血内停所致的癥瘕，闭经、症见腹部肿块、肌肤甲错、面色黯黑、潮热赢瘦，经闭不行
抗病毒颗粒,本品清热解毒。本品用于病毒性感冒。
板蓝根糖浆,清热解毒用于病毒性感冒，咽喉肿痛
板蓝根胶囊,清热解毒用于病毒性感冒，咽喉肿痛
复方板蓝根颗粒,清热解毒，凉血。用于风热感冒，咽喉肿痛。
复方南板蓝根片,消炎解毒用于咽炎，疮疖肿痛
清开灵片,具有清热解毒，镇静安神之功效主治外感风热时毒，火毒内盛所致的高热不退，烦躁不安，咽喉肿痛，舌质红绛，苔黄，脉数者
清开灵口服液,清热解毒，镇静安神用于外感风热时毒、火毒内盛所致发热、烦躁不安、咽喉肿痛、舌质红绛、苔黄、脉数者；上呼吸道感染、病毒性感冒、急性咽炎、急性气管炎等病症属上述证候者
清开灵软胶囊,清热解毒，镇静安神用于外感风热所致发热，烦躁不安，咽喉肿痛；上呼吸道感染，病毒性感冒，急性咽炎等病症属上述证候者
清开灵滴丸,清热解毒，镇静安神用于外感风热所致发热，烦躁不安，咽喉肿痛；及上呼吸道感染、病毒性感冒、急性咽炎见上述证候者
四季抗病毒合剂,清热解毒，消炎退热。用于上呼吸道感染，病毒性感冒，流感等病毒性感染疾患，症见头痛，发热，流涕，咳嗽等。
牛黄消炎灵胶囊,消炎退热，通窍，镇静，降压安神适用于病毒性感冒，上呼吸道感染，肺炎、气管炎及其它细菌病毒感染引起的高热不退等症
清开灵颗粒,清热解毒，镇静安神用于外感风热时毒、火毒内盛所致高热不退，烦躁不安，咽喉肿痛、舌质红绛、苔黄、脉数；上呼吸道感染，病毒性感冒，急性扁桃体炎
复方感冒灵片,辛凉解表，清热解毒用于风热感冒之发热，微恶风寒，头身痛，口干而渴，鼻塞涕浊，咽喉红肿疼痛，咳嗽，痰黄粘稠
氨咖黄敏胶囊,适用于缓解普通感冒及流行性感冒引起的发热、头痛、四肢酸痛、打喷嚏、流鼻涕、鼻塞、咽喉痛等症状
通窍鼻炎胶囊,益气，祛风，通窍用于体虚自汗，反复感冒，鼻塞，流涕
感愈胶囊,清热解毒，疏风解表本品用于风热感冒所致的发热，有汗，鼻塞，咽喉痛，咳嗽
小儿氨酚黄那敏颗粒,适用于缓解儿童普通感冒及流行性感冒引起的发热、头痛、四肢酸痛、打喷嚏、流鼻涕、鼻塞、咽痛等症状
磷霉素钙片,口服适用于对磷霉素敏感的致病菌所致的下列感染：1．肠道感染：细菌性肠炎、菌痢。2．泌尿系统感染：膀胱炎、肾盂肾炎、尿道炎。3．皮肤科及软组织感染：疖病、炭疽、汗腺炎、淋巴结炎、毛囊炎。
鼻咽灵片,清热解毒，软坚散结，益气养阴用于胸膈风热，痰火郁结，热毒上攻，耗气伤津之证其症状常见口干，咽痛，咽喉干燥灼热，声嘶头痛，鼻塞，流脓涕或涕中带血也用于治疗急慢性咽喉炎、口腔炎、鼻咽炎及鼻咽癌放疗、化疗辅助治疗
地红霉素肠溶胶囊,本品为大环内酯类广谱抗生素，适用于12岁以上患者，用于治疗下列敏感菌引起的轻、中度感染：慢性支气管炎急性发作：由流感嗜血杆菌、卡他莫拉菌、肺炎链球菌引起。急性支气管炎：由卡他莫拉菌、肺炎链球菌引起。社区获得性肺炎：由嗜肺军团菌、肺炎支原体、肺炎链球菌引起。鼻咽炎和扁桃体炎：由化脓性链球菌引起。单纯性皮肤和软组织感染：由金黄色葡萄球菌（甲氧西林敏感菌株）、化脓性链球菌引起。注：地红霉素在治疗化脓性链球菌引起的鼻咽炎时有效，并能根除；对预防风湿热的治疗尚无报道。
锁阳补肾胶囊,补肾壮阳，填精固真。用于肾阳虚或肾阴虚引起的阳萎、遗精、早泄等症。
复方虫草补肾口服液,补肾益精用于肾精不足引起的体弱，腰膝酸软，头晕耳鸣，久咳虚喘
补肾强身胶囊,补肾强身胶囊，补肾强身用于腰酸足软，头晕耳鸣，眼花心悸
补肾强身片,补肾强身。用于腰酸足软，头晕耳鸣，眼花心悸
参茸三鞭丸,补肾助阳，益气生精用于肾阳不足,肾阴亏虚引起：阳痿遗精,两目昏暗，精神疲倦，腰膝无力
六味地黄丸,滋阴补肾用于头晕耳鸣，腰膝酸软，遗精盗汗
健脑补肾口服液,健脑补肾，益气健脾，安神定志用于健忘失眠，头晕目眩，耳鸣心悸，腰膝酸软，神经衰弱（神经衰弱的特征是易兴奋，易激惹，易衰竭，常有失眠、头痛、抑郁、注意力涣散，记忆力减退和情感脆弱等此病多发于青壮年，16~40岁之间多发，两性无差别，以脑力劳动者，青年学生多见神经衰弱患者病情反复波动，固定持久，可迁延几年或数十年，预后一般良好国外已经废弃这一术语，选用心境抑郁性障碍，认为是一种情感障碍，特点是存在普遍的抑郁，对正常正当生活活动缺乏兴趣，时时处处有一种沮丧情绪，以躯体不适为主要表现的一组特殊抑郁症神经衰弱也许从人类起源开始就存在与这个世界了神经衰弱的症状主要是精神易兴奋，精神易疲劳，情绪障碍，睡眠障碍以及紧张性头痛这五项）
六味地黄丸,滋阴补肾用于肾阴亏损，头晕耳鸣，腰膝酸软，骨蒸潮热，盗汗遗精
桂附地黄丸,温补肾阳用于肾阳不足，腰膝疫冷，小便不利或反多，痰饮喘咳
去甲斑蝥素片,适用于肝癌、食管癌、胃和贲门癌等及白细胞低下症、肝炎、肝硬化、乙型肝炎病毒携带者
强力康颗粒,扶正固本，滋补强壮用于各种肿瘤放、化疗期、急慢性肝炎，白细胞低下及慢性病患者
白癜风胶囊,益气行滞，活血解毒，利湿消斑，驱风止痒用于白癜风
白癜风丸,益气行滞，活血解毒，利湿消斑，驱风止痒用于白癜风
复方白芷酊,祛风，活络，消斑适用于气血失和引起的白癜风
盐酸氮芥酊,用于白癜风、银屑病等
祛白酊,祛风通络，调和气血用于气血失和，风邪袭表所致白癜风的辅助治疗
甲氧沙林片,白癜风、牛皮癣（银屑病）
甲氧沙林溶液,用于银屑病及白癜风等
白灵片,活血化瘀，增加光敏作用用于白癜风
外搽白灵酊,活血化瘀，增加光敏作用用于白癜风
乌龙散,调和营卫，活血祛风，健脾益肾用于营卫失和，淤血阻络脾肾不足所致的白癜风
白蚀丸,中成药名为补益剂，具有补益肝肾，活血祛瘀，养血驱风之功效用于肝肾不足、血虚风盛所致的白癜风，症见白斑色乳白、多有对称、边界清楚，病程较久
驱白巴布期片,通脉，理血用于白热斯(白癜风)
卵磷脂络合碘胶囊,用于中心性浆液性脉络膜视网膜病变，中心性渗出性脉络膜视网膜病变，玻璃体出血，玻璃体混浊，视网膜中央静脉阻塞等
眼氨肽滴眼液,用于角膜炎、沙眼、视力疲劳及青少年假性近视等眼疾
卵磷脂络合碘片,治疗中心性浆液性脉络膜视网膜病变，中心性渗出性脉络膜视网膜病变，玻璃体出血，玻璃体混浊，视网膜中央静脉阻塞等
聚甲酚磺醛溶液,1.妇科：用于治疗宫颈糜烂、宫颈炎、各类阴道感染（如细菌、滴虫和霉菌引起的白带增多）、外阴瘙痒、及使用子宫托造成的压迫性溃疡、宫颈息肉切除或切片检查后的止血,尖锐湿疣及加速电凝治疗后的伤口愈合；还可用于乳腺炎的预防（乳头皲裂的烧灼）2.外科与皮肤科：用于皮肤伤口与病变的局部治疗（如烧伤、肢体溃疡、褥疮、慢性炎症等）,能够加速坏死组织的脱落,止血和促进愈合过程及用于尖锐湿疣的治疗3.耳鼻喉科：用于治疗口腔粘膜和齿龈的炎症、口腔溃疡及扁桃体切除后的止血
盆炎净胶囊,清热利湿，和血通络，调经止带用于湿热下注，白带过多成份忍冬藤、薄公英、鸡血藤、益母草、狗脊、车前草、赤芍、川芎性状本品为胶囊剂，内容
盆炎清栓,清热解毒，活血通经，消肿止痛用于毒瘀蕴结胞宫，少腹胀痛，月经不调，痛经，白带过多；盆腔炎、附件炎见上述证候者成份毛冬青提取物（以总黄酮计
复方杏香兔耳风胶囊,清热解毒，祛瘀生新用于湿热下注所致慢性宫颈炎，子宫内膜炎，阴道炎，白带等症
三维制霉素栓,主治念珠菌性阴道炎(霉菌性阴道炎)用于外阴奇痒、灼痛、白带过多、白带稠厚呈豆渣样、阴道充血、外阴炎症、白带霉菌等
复方苦参洗剂,清热解毒，燥湿止痒用于改善妇女带下过多，外阴瘙痒等症状
暖宫七味散,调经养血、暖宫止痛、消炎止带，用于心、肾“赫依”病，气滞腰痛、小腹冷痛、月经不调、白带过多、头晕耳鸣、疲乏无力、宫冷不孕及更年期综合症
暖宫七味丸,调经养血，温暖子宫，驱寒止痛用于心、肾“赫依”病，气滞腰痛，小腹冷痛，月经不调，白带过多
高锰酸钾外用片,适应症为用于急性皮炎或急性湿疹，特别是伴继发感染的湿敷，清洗小面积溃疡
金蚧片,补肾壮阳，固精用于肾阳虚引起的性欲减退、阳痿、遗精、早泄、夜尿、小便余沥、白带过多、腰膝酸软
甘草酸二铵胶囊,本品适用于伴有谷丙氨基转移酶升高的急、慢性病毒性肝炎的治疗
还原型谷胱甘肽片,适应症为本品适应于慢性乙肝的保肝治疗
甘草酸二铵注射液,伴有谷丙转氨酶升高的急﹑慢性病毒性肝炎的治疗
苦参素片,适应症为用于慢性乙型肝炎的治疗
肝苏软胶囊,降酶，保肝，退黄，健脾用于慢性活动性肝炎、乙型肝炎，也可用于急性病毒性肝炎（病毒性肝炎（viralhepatitis）是由多种不同肝炎病毒引起的一组以肝脏害为主的传染病，根据病原学诊断，肝炎病毒至少有5种，即甲、乙、丙、丁、戊型肝炎病毒，分别引起甲、乙、丙、丁、戊型病毒性肝炎，即甲型肝炎（hepatitisA）、乙型肝炎（hepatitisB）、丙型肝炎(hepatitisC)、丁型肝炎(hepatitisD)及戊型肝炎（hepatitisE）另外一种称为庚型病毒性肝炎，较少见）
辅酶Q10胶囊,心血管疾病，如病毒性心肌炎、慢性心功能不全；肝炎，如病毒性肝炎、亚急性肝坏死、慢性活动性肝炎；癌症的综合治疗，能减轻放疗、化疗等引起的某些不良反应。
肝苏胶囊,1、主要用于治疗慢性肝炎，急性黄胆性肝炎。2、用于治疗急慢性病毒性肝炎，慢性乙型病毒性肝炎。3、用于治疗慢性乙型肝炎，小儿乙肝相关性肾炎。4、治疗脂肪肝、肝纤维化、肝硬化、肝源性胃十二指肠溃疡。5、治疗迁延性肝炎，肝郁脾虚，挟瘀症，腹胀暖气，肋胀痛。
五灵肝复胶囊,养阴生津、舒肝解郁、清热解毒用于慢性病毒性肝炎属肝肾不足，湿热滞留者
辅酶Q10片,本品用于下列疾病的辅助治疗：1.心血管疾病，如：病毒性心肌炎、慢性心功能不全2.肝炎，如：病毒性肝炎、亚急性肝坏死、慢性活动性肝炎3.癌症的综合治疗：能减轻放疗、化疗等引起的某些不良反应
甲磺酸左氧氟沙星片,适用于敏感菌引起的：1．泌尿生殖系统感染，包括单纯性、复杂性尿路感染、细菌性前列腺炎、淋病奈瑟菌尿道炎或宫颈炎（包括产酶株所致者）2．呼吸道感染，包括敏感革兰阴性杆菌所致支气管感染急性发作及肺部感染3．胃肠道感染，由志贺菌属、沙门菌属、产肠毒素大肠杆菌、亲水气单胞菌、副溶血弧菌等所致4．伤寒5．骨和关节感染6．皮肤软组织感染7．败血症等全身感染
氯霉素片,1.伤寒和其他沙门菌属感染：为敏感菌株所致伤寒、副伤寒的选用药物如病情严重，有合并败血症可能时仍可选用;在成人伤寒、副伤寒沙门菌感染中，以氟喹诺酮类药物为首选2.耐氨苄西林的B型流感嗜血杆菌脑膜炎或对青霉素过敏患者的肺炎链球菌、奈瑟菌性脑膜炎、敏感的革兰阴性杆菌脑膜炎，本品可作为选用药物之一3.脑脓肿，尤其耳源性，常为需氧菌和厌氧菌混合感染4.严重厌氧菌感染，如脆弱拟杆菌所致感染，尤其适用于病变累及中枢神经系统者，可与氨基糖苷类抗生素联合应用治疗腹腔感染和盆腔感染，以控制同时存在的需氧和厌氧菌感染5.无其他低毒性抗菌药可替代时治疗敏感细菌所致的各种严重感染，如由流感嗜血杆菌、沙门菌属及其他革兰阴性杆菌所致败血症及肺部感染等，常与氨基糖苷类合用6.立克次体感染，可用于Q热、落矶山斑点热、地方性斑疹伤寒等的治疗
盐酸克林霉素胶囊,本品适用于由链球菌属、葡萄球菌属及厌氧菌等敏感菌株所致的下述感染：中耳炎、鼻窦炎、化脓性扁桃体炎、肺炎；皮肤软组织感染；在治疗骨和关节感染、腹腔感染、盆腔感染、脓胸、肺脓肿、骨髓炎、败血症等疾病
阿莫西林克拉维酸钾分散片,本品可用于治疗如下条件中指明的微生物的敏感菌株引起的感染：1.下呼吸系统感染：由b-内酰胺酶产生菌嗜血杆菌或摩拉克菌引起2.中耳炎：由b-内酰胺酶产生菌嗜血杆菌或摩拉克菌引起3.窦炎：由b-内酰胺酶产生菌嗜血杆菌或摩拉克菌引起
乳酸左氧氟沙星片,适用于敏感菌引起的：1．泌尿生殖系统感染，包括单纯性、复杂性尿路感染、细菌性前列腺炎、淋病奈瑟菌尿道炎或宫颈炎（包括产酶株所致者）2．呼吸道感染，包括敏感革兰阴性杆菌所致支气管感染急性发作及肺部感染3．胃肠道感染，由志贺菌属、沙门菌属、产肠毒素大肠杆菌、亲水气单胞菌、副溶血弧菌等所致4．伤寒5．骨和关节感染6．皮肤软组织感染7．败血症等全身感染
氯喹那多普罗雌烯阴道片,适应症为除淋球菌感染外，任何原因引起的白带增多
聚甲酚磺醛阴道栓,用于治疗阴道炎、宫颈炎及其伴随症状（如细菌、滴虫盒霉菌感染引起的白带增多）、尖锐湿疣，及使用子宫托造成的压迫性溃疡等
丹黄祛瘀片,适应症活血止痛，软坚散结用于气虚血瘀，痰湿凝滞引起的慢性盆腔炎，症见白带增多者
丹黄祛瘀胶囊,活血止痛，软坚散结用于气虚血瘀，痰湿凝滞引起的慢性盆腔炎，症见白带增多者
聚甲酚磺醛阴道栓,用于治疗阴道炎、宫颈炎及其伴随症状（如细菌、滴虫盒霉菌感染引起的白带增多）、尖锐湿疣，及使用子宫托造成的压迫性溃疡等
